analysis,shift,interval,k,env_steps,e_total,drift_over_spread,shift_over_spread,natural_spread,bias_fraction,bias_norm,bias_cos_adjacent_k,bias_cos_to_final_k,participation_ratio,top10_dim_share,pred_norm,true_norm,norm_ratio
drift_structure,id,2,1,5,0.01629195548593998,0.017142318189144135,,0.9503939747810364,0.039198197424411774,0.3501630127429962,nan,0.5544760823249817,185.34483337402344,0.07434672117233276,13.541534423828125,13.547405242919922,0.9995666742324829
drift_structure,id,2,2,10,0.036431167274713516,0.03852643445134163,,0.9456148147583008,0.03603263944387436,0.5020363926887512,0.9215238094329834,0.6254732608795166,184.57752990722656,0.07452448457479477,13.648582458496094,13.513457298278809,1.0099992752075195
drift_structure,id,2,3,15,0.019778337329626083,0.021140968427062035,,0.9355454444885254,0.03819510340690613,0.38084596395492554,0.8617267608642578,0.7205830216407776,183.5985870361328,0.08015274256467819,13.453339576721191,13.444904327392578,1.0006273984909058
drift_structure,id,2,4,20,0.0463593564927578,0.05045546963810921,,0.9188172817230225,0.04208837077021599,0.6120689511299133,0.9182446002960205,0.7953779697418213,182.8118133544922,0.07825063914060593,13.509481430053711,13.331555366516113,1.0133461952209473
drift_structure,id,2,5,25,0.024058574810624123,0.0265065748244524,,0.9076455235481262,0.04628714546561241,0.46239781379699707,0.8684056997299194,0.825299084186554,183.20240783691406,0.079621821641922,13.270096778869629,13.26329231262207,1.0005130767822266
drift_structure,id,2,6,30,0.0568741112947464,0.06318369507789612,,0.9001390933990479,0.05736514925956726,0.7914655208587646,0.9376530051231384,0.8982284665107727,180.60003662109375,0.08227143436670303,13.375314712524414,13.213936805725098,1.0122127532958984
drift_structure,id,2,7,35,0.022033831104636192,0.024727141484618187,,0.891078770160675,0.05384080857038498,0.47725602984428406,0.8939200639724731,0.8665626049041748,184.5983428955078,0.07811963558197021,13.132696151733398,13.154193878173828,0.9983657002449036
drift_structure,id,2,8,40,0.05163826048374176,0.05875842273235321,,0.8788231015205383,0.06319000571966171,0.7915176749229431,0.9445598721504211,0.9206520318984985,180.66725158691406,0.08528021723031998,13.222359657287598,13.106698989868164,1.0088245868682861
drift_structure,id,2,9,45,0.03147311508655548,0.03684474155306816,,0.8542091250419617,0.07341408729553223,0.6660551428794861,0.9180871844291687,0.9546637535095215,181.34368896484375,0.08152080327272415,13.0661039352417,13.022684097290039,1.0033341646194458
drift_structure,id,2,10,50,0.08425354957580566,0.10270725935697556,,0.82032710313797,0.09593077003955841,1.2457293272018433,0.9546637535095215,1.0,178.66909790039062,0.08704721182584763,13.147533416748047,12.928515434265137,1.016940712928772
drift_structure,id,3,0,0,0.0,0.0,,0.9579008221626282,nan,0.0,nan,nan,inf,nan,13.610753059387207,13.610753059387207,1.0
drift_structure,id,3,1,5,0.01629195548593998,0.017142318189144135,,0.9503939747810364,0.039198193699121475,0.35016298294067383,nan,0.6067443490028381,185.34487915039062,0.07434672117233276,13.541534423828125,13.547405242919922,0.9995666742324829
drift_structure,id,3,2,10,0.036431167274713516,0.03852643445134163,,0.9456148147583008,0.03603263571858406,0.5020363330841064,0.9215238690376282,0.6386165022850037,184.57752990722656,0.07452448457479477,13.648584365844727,13.513457298278809,1.009999394416809
drift_structure,id,3,3,15,0.06605664640665054,0.07060763239860535,,0.9355454444885254,0.033732328563928604,0.6540817618370056,0.9374988079071045,0.6709895730018616,182.7896728515625,0.08124851435422897,13.695630073547363,13.444904327392578,1.018648386001587
drift_structure,id,3,4,20,0.02314784564077854,0.025193089619278908,,0.9188172817230225,0.0397980697453022,0.42056864500045776,0.8431752920150757,0.7710450887680054,183.4384307861328,0.07639922946691513,13.34971809387207,13.331555366516113,1.0013624429702759
drift_structure,id,3,5,25,0.061035435646772385,0.06724589318037033,,0.9076455235481262,0.04268403723835945,0.7072523236274719,0.9134770631790161,0.8363841772079468,180.9046630859375,0.08247876167297363,13.428194999694824,13.26329231262207,1.0124330520629883
drift_structure,id,3,6,30,0.11023595184087753,0.12246546149253845,,0.9001390933990479,0.04735381156206131,1.0011281967163086,0.9600445032119751,0.8451213240623474,179.4767303466797,0.082942433655262,13.538557052612305,13.213936805725098,1.0245665311813354
drift_structure,id,3,7,35,0.022033831104636192,0.024727141484618187,,0.891078770160675,0.05384080857038498,0.47725600004196167,0.853056013584137,0.8970493078231812,184.5983428955078,0.07811964303255081,13.132698059082031,13.154193878173828,0.9983658790588379
drift_structure,id,3,8,40,0.05163826048374176,0.05875842273235321,,0.8788231015205383,0.0631900206208229,0.7915177345275879,0.9445598721504211,0.9079695343971252,180.66725158691406,0.08528021723031998,13.222359657287598,13.106698989868164,1.0088245868682861
drift_structure,id,3,9,45,0.09589630365371704,0.1122632622718811,,0.8542091250419617,0.07865677028894424,1.2034265995025635,0.9677320122718811,0.9186065793037415,179.07704162597656,0.08578363060951233,13.298727035522461,13.022684097290039,1.0211970806121826
