run,epoch,base_score_mae,base_score_normalized_mae,base_topk_overlap,elite_overlap,relative_update_error,selected_elite_true_cost,state_index,update_cosine,base_score_mae_delta_vs_epoch0,base_score_normalized_mae_delta_vs_epoch0,base_topk_overlap_delta_vs_epoch0,elite_overlap_delta_vs_epoch0,relative_update_error_delta_vs_epoch0,selected_elite_true_cost_delta_vs_epoch0,update_cosine_delta_vs_epoch0
oe_ft60_fold1_massrel_v2,1,7.774908661842346,0.36350423994716574,0.5499999999999999,0.24166666666666667,0.9700715714421484,89.92470817259984,40,0.457010544924019,7.774908661842346,0.36350423994716574,-0.45000000000000007,0.09166666666666667,-0.12813397759661993,-4.610457716475224,0.2272916237273992
oe_ft60_fold1_massrel_v2,1,1.889849066734314,0.3840305895102783,0.625,0.30833333333333335,0.9939268087974322,15.536671215219334,43,0.43344661415127544,1.889849066734314,0.3840305895102783,-0.375,0.058333333333333376,-0.1417391142573987,-0.4157247848455725,0.19355027305912745
oe_ft60_fold1_massrel_v2,1,10.566601514816284,0.31210865522079967,0.4083333333333333,0.008333333333333333,1.2761340530042098,229.9923965015094,46,-0.2397887522522779,10.566601514816284,0.31210865522079967,-0.5916666666666667,0.0,0.12552673081134857,5.359251305623559,-0.22028196598208385
oe_ft60_fold1_massrel_v2,1,11.695699095726013,0.34285498128962205,0.7,0.058333333333333334,1.3905070205808523,174.60731338436605,49,-0.1785258919109645,11.695699095726013,0.34285498128962205,-0.30000000000000004,0.01666666666666667,0.04396238472889613,0.40201901069602286,0.019383123763541704
oe_ft60_fold1_massrel_v2,1,17.438706636428833,0.39279111613983875,0.5916666666666667,0.16666666666666666,0.9312773898756714,68.1016410022632,52,0.40195220074026855,17.438706636428833,0.39279111613983875,-0.4083333333333333,0.09166666666666666,-0.1644705499455894,-13.85855368853342,0.27244492766225026
oe_ft60_fold1_massrel_v2,1,3.683833673596382,0.23641473902836763,0.6749999999999999,0.3416666666666667,1.0224479417780112,15.755087026869084,55,0.37305479031041355,3.683833673596382,0.23641473902836763,-0.32500000000000007,0.05833333333333335,-0.12023771029744568,-1.0536978584135426,0.16595779911203157
oe_ft60_fold1_massrel_v2,1,11.743994951248169,0.18925672493071596,0.7583333333333333,0.25833333333333336,1.0831983206501619,38.57753700093647,58,0.24224292999345165,11.743994951248169,0.18925672493071596,-0.2416666666666667,0.02500000000000005,-0.030427140140566244,0.6566095901959699,0.05324861190404773
oe_ft60_fold2_massrel_v2,1,9.419305086135864,0.24026937457891584,0.7666666666666667,0.058333333333333334,0.9537559928529795,160.53527012900628,2,0.3319034728665985,9.419305086135864,0.24026937457891584,-0.23333333333333328,0.05,-0.06030573321057364,-3.8335448776108763,0.12500800292386338
oe_ft60_fold2_massrel_v2,1,7.054008573293686,0.06528252645411815,0.8833333333333333,0.20833333333333334,1.1476110818791827,18.14401732455506,5,0.19896781379563852,7.054008573293686,0.06528252645411815,-0.1166666666666667,-0.008333333333333304,0.022557878754851268,-0.12328752874208249,-0.015384410095362955
oe_ft60_fold2_massrel_v2,1,2.888191446661949,0.46885152245220024,0.6916666666666667,0.18333333333333332,1.1280181770357798,237.93730576107106,8,0.26261472270617536,2.888191446661949,0.46885152245220024,-0.30833333333333335,0.07499999999999998,-0.11343259201810829,-7.269752146735414,0.11996030183609319
oe_ft60_fold2_massrel_v2,1,17.01883864402771,0.7766068345809731,0.675,0.14166666666666666,1.2953822150070906,81.41122852085148,11,0.07779314913606902,16.954060524702072,0.7735791956895,-0.31666666666666665,0.0,0.11344232151005551,2.992422338723202,-0.06622600383337596
oe_ft60_fold2_massrel_v2,1,2.805636912584305,0.15586763232143133,0.8583333333333334,0.20833333333333331,1.172598438453976,50.158895633499895,14,0.18731858008182167,2.805636912584305,0.15586763232143133,-0.1416666666666666,0.0,-0.06862751656681843,-1.2506765502060873,0.08072447372529303
oe_ft60_fold2_massrel_v2,1,8.397900819778442,0.1975561489555686,0.8083333333333333,0.09166666666666666,1.144968523420046,155.3950102555165,17,0.18393005318645583,8.397900819778442,0.1975561489555686,-0.19166666666666665,0.024999999999999994,-0.06389892842728329,-1.6797943170380165,0.11376723308056355
oe_ft60_fold2_massrel_v2,1,10.091846704483032,0.3475829360139042,0.8833333333333334,0.20833333333333334,1.184151815374102,56.49133762959692,20,0.17841037174106858,10.091846704483032,0.3475829360139042,-0.11666666666666659,-0.016666666666666663,0.033845868128692835,2.2329072087370676,-0.05397523034508106
oe_ft60_fold2_massrel_v2,1,0.41171112284064293,0.2484826877229619,0.6666666666666666,0.008333333333333333,1.1854806311916883,60.478102175982244,23,0.19439692011063978,0.41171112284064293,0.2484826877229619,-0.33333333333333337,0.008333333333333333,-0.008342607638952337,-2.8779750144112484,0.1264062553494327
oe_ft60_fold2_massrel_v2,1,14.743417978286743,0.30698589312567803,0.5666666666666667,0.016666666666666666,1.1556930146321767,196.10826411934272,26,-0.05469248194091905,14.743417978286743,0.30698589312567803,-0.43333333333333335,-0.024999999999999998,0.01501101869620003,0.12411931760098582,-0.03484560285694846
