split,generator,scorer,is_self_scorer,step,n_states,elite_count,mean_elite_overlap,mean_update_cosine,mean_relative_update_error,mean_learned_elite_success_fraction,mean_oracle_elite_success_fraction
all,iter2_multistep_eval,pd_d192_k3_eval,False,2,12,30,0.32222222222222224,0.39627872641541734,1.0495085117138496,0.16666666666666666,0.3083333333333333
all,iter2_multistep_eval,pd_d192_k3_eval,False,4,12,30,0.2611111111111111,0.28716457009421875,1.135266186070647,0.18888888888888888,0.3527777777777778
all,iter2_multistep_eval,pd_d192_k3_eval,False,9,12,30,0.2638888888888889,0.16482755119627265,1.2942495644421512,0.24722222222222223,0.39999999999999997
all,iter2_multistep_eval,pd_d192_k3_eval,False,19,12,30,0.2805555555555555,0.35700064304563944,1.147696542931176,0.3027777777777778,0.4222222222222223
all,iter2_multistep_eval,pd_d192_k3_eval,False,29,12,30,0.2027777777777778,0.11915257115470672,1.360783180229541,0.3333333333333333,0.48888888888888893
all,iter2_multistep_eval,iter2_multistep_eval,True,0,12,30,0.5444444444444444,0.6173108222640191,0.7581972373659203,0.05555555555555555,0.07777777777777777
all,iter2_multistep_eval,iter2_multistep_eval,True,1,12,30,0.4055555555555556,0.4943599206085662,0.9195358105950863,0.12222222222222223,0.20833333333333334
all,iter2_multistep_eval,iter2_multistep_eval,True,2,12,30,0.33888888888888885,0.4147100040518797,1.004219296426555,0.18611111111111114,0.3083333333333333
all,iter2_multistep_eval,iter2_multistep_eval,True,4,12,30,0.31388888888888883,0.27332415273345106,1.1087393844231226,0.2388888888888889,0.3527777777777778
all,iter2_multistep_eval,iter2_multistep_eval,True,9,12,30,0.2833333333333333,0.21022531503112038,1.1405163232169733,0.29444444444444445,0.39999999999999997
all,iter2_multistep_eval,iter2_multistep_eval,True,19,12,30,0.25833333333333336,0.31523132902115775,1.0501758239849142,0.36388888888888893,0.4222222222222223
all,iter2_multistep_eval,iter2_multistep_eval,True,29,12,30,0.2305555555555556,0.19165550372646398,1.1943230082319836,0.4083333333333334,0.48888888888888893
all,iter2_multistep_eval,pd_d192_k10_eval,False,0,12,30,0.5111111111111112,0.5519786378313316,0.8161899858503493,0.05833333333333333,0.07777777777777777
all,iter2_multistep_eval,pd_d192_k10_eval,False,1,12,30,0.4222222222222222,0.4374000822476793,0.9601399702075266,0.1277777777777778,0.20833333333333334
all,iter2_multistep_eval,pd_d192_k10_eval,False,2,12,30,0.3527777777777777,0.42064724898176703,1.0101847127212535,0.1888888888888889,0.3083333333333333
all,iter2_multistep_eval,pd_d192_k10_eval,False,4,12,30,0.26944444444444443,0.11930380774333949,1.2602328986703168,0.19722222222222222,0.3527777777777778
all,iter2_multistep_eval,pd_d192_k10_eval,False,9,12,30,0.3,0.2652135799532867,1.171424470769489,0.2916666666666667,0.39999999999999997
all,iter2_multistep_eval,pd_d192_k10_eval,False,19,12,30,0.15555555555555559,0.24027167797477833,1.242294136066483,0.32222222222222224,0.4222222222222223
all,iter2_multistep_eval,pd_d192_k10_eval,False,29,12,30,0.13611111111111113,0.06091338878233496,1.4280455125043667,0.37222222222222223,0.48888888888888893
all,pd_d192_k10_eval,pd_d192_k3_eval,False,0,12,30,0.48055555555555546,0.6084519993766634,0.8302015369020738,0.05277777777777778,0.07777777777777777
